id,k_neighbor,proba_0,proba_1
21874,1,0.0,1.0
21875,1,0.0,1.0
21876,0,1.0,0.0
21877,0,1.0,0.0
21878,1,0.0,1.0
21879,0,0.8,0.2
21880,0,0.6,0.4
21881,1,0.0,1.0
21882,1,0.4,0.6
21883,0,0.6,0.4
21884,0,0.8,0.2
21885,0,0.8,0.2
21886,0,1.0,0.0
21887,1,0.4,0.6
21888,1,0.4,0.6
21889,0,1.0,0.0
21890,1,0.2,0.8
21891,0,0.8,0.2
21892,1,0.2,0.8
21893,0,1.0,0.0
21894,0,1.0,0.0
21895,0,0.6,0.4
21896,1,0.0,1.0
21897,0,1.0,0.0
21898,0,0.6,0.4
21899,1,0.2,0.8
21900,0,1.0,0.0
21901,1,0.0,1.0
21902,1,0.0,1.0
21903,1,0.0,1.0
21904,0,0.8,0.2
21905,1,0.4,0.6
21906,1,0.2,0.8
21907,0,0.6,0.4
21908,0,0.8,0.2
21909,0,1.0,0.0
21910,1,0.0,1.0
21911,0,1.0,0.0
21912,0,1.0,0.0
21913,0,1.0,0.0
21914,1,0.2,0.8
21915,1,0.0,1.0
21916,1,0.4,0.6
21917,1,0.2,0.8
21918,0,1.0,0.0
21919,0,0.8,0.2
21920,0,0.8,0.2
21921,1,0.2,0.8
21922,0,1.0,0.0
21923,1,0.2,0.8
21924,0,1.0,0.0
21925,0,0.6,0.4
21926,0,0.8,0.2
21927,1,0.0,1.0
21928,1,0.0,1.0
21929,1,0.0,1.0
21930,1,0.0,1.0
21931,0,0.8,0.2
21932,1,0.0,1.0
21933,0,0.6,0.4
21934,1,0.0,1.0
21935,0,0.8,0.2
21936,1,0.4,0.6
21937,0,0.6,0.4
21938,1,0.2,0.8
21939,1,0.4,0.6
21940,1,0.4,0.6
21941,0,1.0,0.0
21942,0,0.6,0.4
21943,1,0.0,1.0
21944,1,0.0,1.0
21945,1,0.4,0.6
21946,1,0.2,0.8
21947,1,0.2,0.8
21948,0,1.0,0.0
21949,0,1.0,0.0
21950,1,0.2,0.8
21951,1,0.0,1.0
21952,1,0.2,0.8
21953,1,0.4,0.6
21954,0,0.6,0.4
21955,1,0.0,1.0
21956,1,0.2,0.8
21957,0,0.6,0.4
21958,0,0.6,0.4
21959,0,0.6,0.4
21960,1,0.0,1.0
21961,0,1.0,0.0
21962,0,1.0,0.0
21963,1,0.4,0.6
21964,1,0.0,1.0
21965,0,0.6,0.4
21966,1,0.2,0.8
21967,0,1.0,0.0
21968,0,0.6,0.4
21969,1,0.2,0.8
21970,0,1.0,0.0
21971,1,0.0,1.0
21972,0,1.0,0.0
21973,0,1.0,0.0
21974,1,0.2,0.8
21975,1,0.4,0.6
21976,0,0.6,0.4
21977,0,1.0,0.0
21978,1,0.4,0.6
21979,0,1.0,0.0
21980,0,0.8,0.2
21981,1,0.2,0.8
21982,0,1.0,0.0
21983,0,1.0,0.0
21984,1,0.0,1.0
21985,1,0.2,0.8
21986,0,0.6,0.4
21987,1,0.0,1.0
21988,1,0.4,0.6
21989,0,0.8,0.2
21990,1,0.2,0.8
21991,0,1.0,0.0
21992,1,0.0,1.0
21993,1,0.0,1.0
21994,0,0.6,0.4
21995,0,0.6,0.4
21996,0,1.0,0.0
21997,0,0.6,0.4
21998,0,1.0,0.0
21999,0,1.0,0.0
22000,0,1.0,0.0
22001,1,0.0,1.0
22002,0,0.6,0.4
22003,1,0.0,1.0
22004,1,0.2,0.8
22005,1,0.2,0.8
22006,1,0.0,1.0
22007,0,1.0,0.0
22008,0,1.0,0.0
22009,0,0.8,0.2
22010,0,1.0,0.0
22011,1,0.2,0.8
22012,0,0.6,0.4
22013,0,1.0,0.0
22014,0,0.6,0.4
22015,0,0.8,0.2
22016,0,1.0,0.0
22017,0,1.0,0.0
22018,0,1.0,0.0
22019,1,0.0,1.0
22020,1,0.2,0.8
22021,1,0.0,1.0
22022,1,0.2,0.8
22023,1,0.0,1.0
22024,1,0.4,0.6
22025,1,0.4,0.6
22026,1,0.0,1.0
22027,1,0.0,1.0
22028,0,1.0,0.0
22029,1,0.4,0.6
22030,1,0.0,1.0
22031,1,0.4,0.6
22032,0,0.6,0.4
22033,1,0.0,1.0
22034,1,0.4,0.6
22035,0,0.6,0.4
22036,0,0.8,0.2
22037,0,1.0,0.0
22038,1,0.4,0.6
22039,0,1.0,0.0
22040,0,1.0,0.0
22041,1,0.0,1.0
22042,1,0.0,1.0
22043,0,0.8,0.2
22044,0,1.0,0.0
22045,1,0.2,0.8
22046,1,0.0,1.0
22047,0,1.0,0.0
22048,0,1.0,0.0
22049,1,0.0,1.0
22050,1,0.2,0.8
22051,0,1.0,0.0
22052,0,1.0,0.0
22053,1,0.2,0.8
22054,1,0.2,0.8
22055,0,0.6,0.4
22056,1,0.0,1.0
22057,0,0.8,0.2
22058,0,1.0,0.0
22059,1,0.0,1.0
22060,0,0.8,0.2
22061,0,0.6,0.4
22062,1,0.0,1.0
22063,0,1.0,0.0
22064,0,1.0,0.0
22065,1,0.0,1.0
22066,1,0.0,1.0
22067,0,0.8,0.2
22068,0,0.8,0.2
22069,1,0.0,1.0
22070,1,0.2,0.8
22071,1,0.0,1.0
22072,0,0.6,0.4
22073,1,0.4,0.6
22074,1,0.4,0.6
22075,1,0.2,0.8
22076,0,0.8,0.2
22077,1,0.2,0.8
22078,0,1.0,0.0
22079,0,1.0,0.0
22080,1,0.4,0.6
22081,1,0.0,1.0
22082,0,0.6,0.4
22083,0,1.0,0.0
22084,0,1.0,0.0
22085,1,0.2,0.8
22086,1,0.4,0.6
22087,1,0.0,1.0
22088,0,1.0,0.0
22089,1,0.2,0.8
22090,1,0.0,1.0
22091,0,1.0,0.0
22092,1,0.0,1.0
22093,1,0.0,1.0
22094,0,0.8,0.2
22095,0,0.8,0.2
22096,1,0.4,0.6
22097,0,1.0,0.0
22098,0,0.6,0.4
22099,0,1.0,0.0
22100,0,0.8,0.2
22101,0,1.0,0.0
22102,1,0.0,1.0
22103,0,1.0,0.0
22104,1,0.0,1.0
22105,0,0.6,0.4
22106,0,0.8,0.2
22107,0,0.8,0.2
22108,1,0.0,1.0
22109,0,1.0,0.0
22110,0,0.8,0.2
22111,1,0.0,1.0
22112,1,0.0,1.0
22113,1,0.0,1.0
22114,0,0.6,0.4
22115,1,0.0,1.0
22116,0,1.0,0.0
22117,0,1.0,0.0
22118,0,1.0,0.0
22119,0,1.0,0.0
22120,1,0.0,1.0
22121,1,0.2,0.8
22122,1,0.0,1.0
22123,0,0.8,0.2
22124,0,0.8,0.2
22125,1,0.2,0.8
22126,1,0.0,1.0
22127,1,0.0,1.0
22128,0,1.0,0.0
22129,0,1.0,0.0
22130,0,0.6,0.4
22131,1,0.0,1.0
22132,0,1.0,0.0
22133,1,0.0,1.0
22134,0,1.0,0.0
22135,0,1.0,0.0
22136,0,1.0,0.0
22137,1,0.4,0.6
22138,1,0.2,0.8
22139,0,1.0,0.0
22140,0,1.0,0.0
22141,0,0.8,0.2
22142,1,0.0,1.0
22143,0,0.8,0.2
22144,1,0.0,1.0
22145,0,0.8,0.2
22146,1,0.2,0.8
22147,1,0.2,0.8
22148,0,0.8,0.2
22149,1,0.0,1.0
22150,0,1.0,0.0
22151,0,0.8,0.2
22152,1,0.4,0.6
22153,0,0.6,0.4
22154,1,0.4,0.6
22155,1,0.4,0.6
22156,0,1.0,0.0
22157,1,0.4,0.6
22158,0,0.6,0.4
22159,1,0.2,0.8
22160,1,0.2,0.8
22161,1,0.0,1.0
22162,0,0.8,0.2
22163,0,1.0,0.0
22164,0,1.0,0.0
22165,1,0.4,0.6
22166,1,0.2,0.8
22167,0,1.0,0.0
22168,1,0.4,0.6
22169,1,0.0,1.0
22170,0,0.6,0.4
22171,0,0.6,0.4
22172,0,0.6,0.4
22173,0,1.0,0.0
22174,1,0.4,0.6
22175,0,0.8,0.2
22176,0,1.0,0.0
22177,0,0.6,0.4
22178,1,0.2,0.8
22179,0,1.0,0.0
22180,1,0.2,0.8
22181,1,0.0,1.0
22182,0,1.0,0.0
22183,0,1.0,0.0
22184,1,0.0,1.0
22185,1,0.0,1.0
22186,1,0.4,0.6
22187,0,1.0,0.0
22188,0,1.0,0.0
22189,0,0.8,0.2
22190,1,0.2,0.8
22191,0,0.8,0.2
22192,0,0.6,0.4
22193,1,0.0,1.0
22194,0,1.0,0.0
22195,1,0.0,1.0
22196,1,0.2,0.8
22197,1,0.0,1.0
22198,1,0.0,1.0
22199,0,1.0,0.0
22200,0,1.0,0.0
22201,0,0.8,0.2
22202,0,0.8,0.2
22203,1,0.4,0.6
22204,1,0.4,0.6
22205,0,1.0,0.0
22206,1,0.4,0.6
22207,0,0.8,0.2
22208,0,0.8,0.2
22209,1,0.2,0.8
22210,0,0.8,0.2
22211,1,0.4,0.6
22212,0,0.6,0.4
22213,1,0.0,1.0
22214,0,0.6,0.4
22215,0,1.0,0.0
22216,0,0.8,0.2
22217,1,0.0,1.0
22218,0,0.6,0.4
22219,1,0.0,1.0
22220,0,1.0,0.0
22221,0,1.0,0.0
22222,1,0.2,0.8
22223,1,0.4,0.6
22224,0,1.0,0.0
22225,1,0.0,1.0
22226,0,1.0,0.0
22227,0,0.8,0.2
22228,1,0.0,1.0
22229,1,0.4,0.6
22230,1,0.0,1.0
22231,1,0.2,0.8
22232,0,1.0,0.0
22233,0,0.6,0.4
22234,1,0.4,0.6
22235,0,1.0,0.0
22236,1,0.4,0.6
22237,1,0.2,0.8
22238,1,0.0,1.0
22239,1,0.0,1.0
22240,0,0.6,0.4
22241,0,1.0,0.0
22242,1,0.4,0.6
22243,0,1.0,0.0
22244,1,0.2,0.8
22245,1,0.0,1.0
22246,1,0.4,0.6
22247,0,1.0,0.0
22248,1,0.4,0.6
22249,0,1.0,0.0
22250,1,0.4,0.6
22251,0,1.0,0.0
22252,1,0.2,0.8
22253,0,0.6,0.4
22254,0,1.0,0.0
22255,0,0.6,0.4
22256,1,0.0,1.0
22257,1,0.2,0.8
22258,1,0.2,0.8
22259,1,0.2,0.8
22260,1,0.0,1.0
22261,0,0.8,0.2
22262,1,0.4,0.6
22263,0,0.6,0.4
22264,1,0.4,0.6
22265,1,0.2,0.8
22266,0,1.0,0.0
22267,1,0.4,0.6
22268,0,0.6,0.4
22269,0,1.0,0.0
22270,0,0.8,0.2
22271,0,1.0,0.0
22272,0,0.8,0.2
22273,1,0.0,1.0
22274,0,1.0,0.0
22275,1,0.2,0.8
22276,1,0.0,1.0
22277,0,1.0,0.0
22278,1,0.2,0.8
22279,1,0.4,0.6
22280,0,1.0,0.0
22281,0,1.0,0.0
22282,0,0.8,0.2
22283,1,0.2,0.8
22284,0,1.0,0.0
22285,1,0.2,0.8
22286,1,0.2,0.8
22287,0,1.0,0.0
22288,0,0.8,0.2
22289,1,0.0,1.0
22290,0,1.0,0.0
22291,0,1.0,0.0
22292,1,0.4,0.6
22293,1,0.4,0.6
22294,1,0.2,0.8
22295,1,0.0,1.0
22296,0,0.6,0.4
22297,1,0.4,0.6
22298,0,0.6,0.4
22299,0,0.6,0.4
22300,1,0.0,1.0
22301,1,0.0,1.0
22302,0,1.0,0.0
22303,0,0.8,0.2
22304,0,0.8,0.2
22305,1,0.0,1.0
22306,1,0.4,0.6
22307,1,0.0,1.0
22308,0,1.0,0.0
22309,0,0.8,0.2
22310,0,0.6,0.4
22311,0,0.6,0.4
22312,0,0.8,0.2
22313,1,0.0,1.0
22314,1,0.0,1.0
22315,1,0.0,1.0
22316,1,0.0,1.0
22317,1,0.4,0.6
22318,0,1.0,0.0
22319,0,0.6,0.4
22320,0,1.0,0.0
22321,1,0.2,0.8
22322,1,0.4,0.6
22323,1,0.0,1.0
22324,0,0.8,0.2
22325,1,0.0,1.0
22326,1,0.0,1.0
22327,0,1.0,0.0
22328,0,0.6,0.4
22329,0,0.6,0.4
22330,1,0.0,1.0
22331,1,0.0,1.0
22332,0,1.0,0.0
22333,1,0.4,0.6
22334,1,0.2,0.8
22335,0,0.8,0.2
22336,0,0.6,0.4
22337,0,0.8,0.2
22338,1,0.0,1.0
22339,1,0.2,0.8
22340,0,0.8,0.2
22341,0,1.0,0.0
22342,1,0.0,1.0
22343,0,1.0,0.0
22344,1,0.4,0.6
22345,0,0.8,0.2
22346,0,0.8,0.2
22347,1,0.0,1.0
22348,1,0.4,0.6
22349,0,1.0,0.0
22350,1,0.0,1.0
22351,0,1.0,0.0
22352,1,0.0,1.0
22353,1,0.0,1.0
22354,1,0.4,0.6
22355,0,1.0,0.0
22356,1,0.0,1.0
22357,1,0.0,1.0
22358,1,0.4,0.6
22359,1,0.2,0.8
22360,1,0.2,0.8
22361,0,0.6,0.4
22362,0,0.6,0.4
22363,0,1.0,0.0
22364,1,0.2,0.8
22365,1,0.0,1.0
22366,1,0.4,0.6
22367,1,0.2,0.8
22368,0,0.8,0.2
22369,0,0.8,0.2
22370,1,0.0,1.0
22371,1,0.2,0.8
22372,0,0.6,0.4
22373,1,0.2,0.8
22374,0,1.0,0.0
22375,0,1.0,0.0
22376,0,0.8,0.2
22377,0,0.6,0.4
22378,1,0.0,1.0
22379,0,0.8,0.2
22380,0,1.0,0.0
22381,1,0.0,1.0
22382,1,0.4,0.6
22383,1,0.2,0.8
22384,1,0.4,0.6
22385,1,0.0,1.0
22386,1,0.0,1.0
22387,1,0.0,1.0
22388,0,1.0,0.0
22389,0,0.8,0.2
22390,1,0.4,0.6
22391,1,0.2,0.8
22392,0,1.0,0.0
22393,0,0.6,0.4
22394,0,1.0,0.0
22395,1,0.2,0.8
22396,0,0.8,0.2
22397,0,0.8,0.2
22398,0,1.0,0.0
22399,1,0.0,1.0
22400,1,0.4,0.6
22401,1,0.0,1.0
22402,0,1.0,0.0
22403,1,0.0,1.0
22404,0,0.8,0.2
22405,1,0.2,0.8
22406,1,0.2,0.8
22407,1,0.0,1.0
22408,0,1.0,0.0
22409,0,0.6,0.4
22410,0,1.0,0.0
22411,0,0.8,0.2
22412,1,0.2,0.8
22413,0,0.8,0.2
22414,1,0.0,1.0
22415,1,0.2,0.8
22416,0,1.0,0.0
22417,0,0.6,0.4
22418,1,0.4,0.6
22419,1,0.0,1.0
22420,0,1.0,0.0
22421,0,1.0,0.0
22422,0,1.0,0.0
22423,0,1.0,0.0
22424,0,0.6,0.4
22425,1,0.0,1.0
22426,0,1.0,0.0
22427,1,0.0,1.0
22428,1,0.0,1.0
22429,0,0.6,0.4
22430,0,0.8,0.2
22431,1,0.0,1.0
22432,1,0.0,1.0
22433,0,0.6,0.4
22434,1,0.4,0.6
22435,1,0.4,0.6
22436,0,1.0,0.0
22437,0,1.0,0.0
22438,1,0.4,0.6
22439,0,0.8,0.2
22440,1,0.2,0.8
22441,1,0.2,0.8
22442,1,0.0,1.0
22443,0,1.0,0.0
22444,1,0.4,0.6
22445,0,1.0,0.0
22446,0,0.8,0.2
22447,0,0.6,0.4
22448,0,1.0,0.0
22449,1,0.0,1.0
22450,1,0.4,0.6
22451,1,0.0,1.0
22452,0,0.6,0.4
22453,1,0.4,0.6
22454,1,0.0,1.0
22455,1,0.2,0.8
22456,1,0.2,0.8
22457,0,1.0,0.0
22458,0,0.6,0.4
22459,1,0.4,0.6
22460,0,1.0,0.0
22461,1,0.0,1.0
22462,0,1.0,0.0
22463,0,0.8,0.2
22464,1,0.2,0.8
22465,0,0.6,0.4
22466,1,0.4,0.6
22467,0,0.6,0.4
22468,0,1.0,0.0
22469,0,1.0,0.0
22470,0,1.0,0.0
22471,1,0.0,1.0
22472,1,0.0,1.0
22473,1,0.0,1.0
22474,0,1.0,0.0
22475,1,0.4,0.6
22476,0,0.8,0.2
22477,1,0.2,0.8
22478,1,0.0,1.0
22479,0,1.0,0.0
22480,1,0.0,1.0
22481,1,0.4,0.6
22482,1,0.2,0.8
22483,1,0.4,0.6
22484,0,1.0,0.0
22485,0,0.8,0.2
22486,1,0.0,1.0
22487,1,0.4,0.6
22488,0,1.0,0.0
22489,0,1.0,0.0
22490,0,1.0,0.0
22491,1,0.0,1.0
22492,0,1.0,0.0
22493,0,1.0,0.0
22494,0,0.6,0.4
22495,0,1.0,0.0
22496,0,1.0,0.0
22497,0,1.0,0.0
22498,0,0.6,0.4
22499,0,1.0,0.0
22500,0,0.8,0.2
22501,0,0.8,0.2
22502,1,0.2,0.8
22503,0,0.6,0.4
22504,0,1.0,0.0
22505,0,1.0,0.0
22506,1,0.4,0.6
22507,1,0.0,1.0
22508,1,0.2,0.8
22509,0,0.6,0.4
22510,1,0.0,1.0
22511,0,1.0,0.0
22512,0,0.8,0.2
22513,0,0.6,0.4
22514,1,0.4,0.6
22515,1,0.2,0.8
22516,1,0.4,0.6
22517,1,0.2,0.8
22518,0,1.0,0.0
22519,1,0.0,1.0
22520,1,0.4,0.6
22521,1,0.2,0.8
22522,1,0.0,1.0
22523,0,0.8,0.2
22524,1,0.0,1.0
22525,0,1.0,0.0
22526,1,0.0,1.0
22527,1,0.0,1.0
22528,0,1.0,0.0
22529,0,0.6,0.4
22530,1,0.4,0.6
22531,0,0.6,0.4
22532,0,0.6,0.4
22533,1,0.2,0.8
22534,1,0.2,0.8
22535,0,1.0,0.0
22536,0,1.0,0.0
22537,0,0.6,0.4
22538,1,0.2,0.8
22539,1,0.2,0.8
22540,0,1.0,0.0
22541,0,0.6,0.4
22542,0,0.8,0.2
22543,0,0.6,0.4
22544,0,0.8,0.2
22545,0,1.0,0.0
22546,0,1.0,0.0
22547,1,0.2,0.8
22548,1,0.4,0.6
22549,1,0.2,0.8
22550,0,1.0,0.0
22551,0,1.0,0.0
22552,0,1.0,0.0
22553,0,0.8,0.2
22554,1,0.0,1.0
22555,0,1.0,0.0
22556,1,0.0,1.0
22557,1,0.0,1.0
22558,0,1.0,0.0
22559,1,0.0,1.0
22560,0,1.0,0.0
22561,0,1.0,0.0
22562,1,0.4,0.6
22563,1,0.0,1.0
22564,0,0.6,0.4
22565,0,1.0,0.0
22566,0,1.0,0.0
22567,0,0.8,0.2
22568,1,0.0,1.0
22569,0,0.6,0.4
22570,0,0.8,0.2
22571,1,0.4,0.6
22572,1,0.0,1.0
22573,1,0.2,0.8
22574,1,0.0,1.0
22575,1,0.4,0.6
22576,1,0.0,1.0
22577,0,1.0,0.0
22578,1,0.2,0.8
22579,1,0.0,1.0
22580,0,1.0,0.0
22581,0,1.0,0.0
22582,1,0.4,0.6
22583,0,1.0,0.0
22584,0,1.0,0.0
22585,1,0.0,1.0
22586,0,1.0,0.0
22587,1,0.0,1.0
22588,0,1.0,0.0
22589,1,0.0,1.0
22590,0,0.6,0.4
22591,1,0.2,0.8
22592,0,1.0,0.0
22593,0,1.0,0.0
22594,0,1.0,0.0
22595,0,1.0,0.0
22596,0,1.0,0.0
22597,1,0.2,0.8
22598,1,0.0,1.0
22599,0,0.8,0.2
22600,1,0.0,1.0
22601,1,0.2,0.8
22602,0,1.0,0.0
22603,1,0.0,1.0
22604,1,0.4,0.6
22605,0,0.6,0.4
22606,1,0.0,1.0
22607,0,1.0,0.0
22608,1,0.4,0.6
22609,0,1.0,0.0
22610,1,0.2,0.8
22611,1,0.0,1.0
22612,0,1.0,0.0
22613,1,0.0,1.0
22614,1,0.2,0.8
22615,1,0.0,1.0
22616,0,0.6,0.4
22617,1,0.4,0.6
22618,1,0.0,1.0
22619,1,0.2,0.8
22620,0,1.0,0.0
22621,1,0.2,0.8
22622,1,0.4,0.6
22623,0,1.0,0.0
22624,0,1.0,0.0
22625,1,0.0,1.0
22626,1,0.4,0.6
22627,0,1.0,0.0
22628,1,0.0,1.0
22629,1,0.4,0.6
22630,1,0.2,0.8
22631,1,0.4,0.6
22632,0,0.6,0.4
22633,0,1.0,0.0
22634,0,0.6,0.4
22635,0,0.8,0.2
22636,1,0.0,1.0
22637,1,0.2,0.8
22638,0,1.0,0.0
22639,0,0.8,0.2
22640,1,0.0,1.0
22641,0,1.0,0.0
22642,0,0.8,0.2
22643,0,0.8,0.2
22644,0,0.8,0.2
22645,0,0.6,0.4
22646,0,1.0,0.0
22647,1,0.0,1.0
22648,1,0.4,0.6
22649,1,0.2,0.8
22650,1,0.0,1.0
22651,1,0.0,1.0
22652,0,0.6,0.4
22653,1,0.0,1.0
22654,1,0.0,1.0
22655,1,0.0,1.0
22656,0,1.0,0.0
22657,1,0.2,0.8
22658,0,1.0,0.0
22659,0,0.8,0.2
22660,0,1.0,0.0
22661,1,0.0,1.0
22662,1,0.0,1.0
22663,1,0.2,0.8
22664,1,0.2,0.8
22665,1,0.4,0.6
22666,1,0.0,1.0
22667,1,0.2,0.8
22668,0,0.8,0.2
22669,1,0.0,1.0
22670,1,0.4,0.6
22671,0,0.6,0.4
22672,0,1.0,0.0
22673,0,0.6,0.4
22674,1,0.2,0.8
22675,0,0.6,0.4
22676,1,0.0,1.0
22677,0,0.6,0.4
22678,0,1.0,0.0
22679,1,0.4,0.6
22680,0,0.6,0.4
22681,1,0.2,0.8
22682,1,0.4,0.6
22683,0,0.8,0.2
22684,1,0.0,1.0
22685,0,0.6,0.4
22686,0,0.8,0.2
22687,0,0.8,0.2
22688,1,0.0,1.0
22689,1,0.2,0.8
22690,1,0.2,0.8
22691,0,0.8,0.2
22692,1,0.0,1.0
22693,1,0.4,0.6
22694,1,0.2,0.8
22695,1,0.2,0.8
22696,0,0.6,0.4
22697,1,0.0,1.0
22698,1,0.0,1.0
22699,0,0.6,0.4
22700,0,1.0,0.0
22701,1,0.0,1.0
22702,0,1.0,0.0
22703,0,0.8,0.2
22704,0,0.8,0.2
22705,1,0.4,0.6
22706,0,0.6,0.4
22707,0,0.6,0.4
22708,1,0.0,1.0
22709,1,0.2,0.8
22710,0,0.6,0.4
22711,0,1.0,0.0
22712,0,1.0,0.0
22713,1,0.4,0.6
22714,1,0.2,0.8
22715,0,0.8,0.2
22716,1,0.4,0.6
22717,0,1.0,0.0
22718,0,0.6,0.4
22719,1,0.2,0.8
22720,0,1.0,0.0
22721,0,1.0,0.0
22722,1,0.4,0.6
22723,1,0.4,0.6
22724,0,0.8,0.2
22725,0,1.0,0.0
22726,0,1.0,0.0
22727,1,0.2,0.8
22728,0,1.0,0.0
22729,1,0.0,1.0
22730,1,0.0,1.0
22731,1,0.0,1.0
22732,1,0.0,1.0
22733,1,0.2,0.8
22734,1,0.4,0.6
22735,0,1.0,0.0
22736,1,0.0,1.0
22737,1,0.2,0.8
22738,0,1.0,0.0
22739,1,0.0,1.0
22740,0,1.0,0.0
22741,1,0.0,1.0
22742,0,0.6,0.4
22743,0,0.6,0.4
22744,0,1.0,0.0
22745,0,0.8,0.2
22746,1,0.0,1.0
22747,1,0.4,0.6
22748,1,0.4,0.6
22749,1,0.4,0.6
22750,1,0.2,0.8
22751,0,1.0,0.0
22752,0,1.0,0.0
22753,1,0.0,1.0
22754,0,1.0,0.0
22755,1,0.2,0.8
22756,0,0.8,0.2
22757,0,1.0,0.0
22758,0,0.8,0.2
22759,1,0.0,1.0
22760,0,0.8,0.2
22761,1,0.0,1.0
22762,1,0.0,1.0
22763,0,0.8,0.2
22764,0,0.6,0.4
22765,0,1.0,0.0
22766,0,1.0,0.0
22767,0,0.8,0.2
22768,0,1.0,0.0
22769,1,0.2,0.8
22770,1,0.2,0.8
22771,0,0.6,0.4
22772,1,0.0,1.0
22773,0,1.0,0.0
22774,1,0.0,1.0
22775,0,1.0,0.0
22776,0,1.0,0.0
22777,1,0.4,0.6
22778,0,1.0,0.0
22779,1,0.2,0.8
22780,0,0.6,0.4
22781,0,1.0,0.0
22782,0,0.6,0.4
22783,1,0.4,0.6
22784,1,0.0,1.0
22785,0,0.8,0.2
22786,0,1.0,0.0
22787,1,0.2,0.8
22788,1,0.4,0.6
22789,1,0.0,1.0
22790,1,0.0,1.0
22791,0,1.0,0.0
22792,1,0.0,1.0
22793,1,0.0,1.0
22794,0,1.0,0.0
22795,1,0.0,1.0
22796,1,0.0,1.0
22797,0,1.0,0.0
22798,0,0.8,0.2
22799,1,0.0,1.0
22800,0,0.8,0.2
22801,1,0.0,1.0
22802,1,0.0,1.0
22803,1,0.0,1.0
22804,1,0.4,0.6
22805,1,0.0,1.0
22806,1,0.2,0.8
22807,0,1.0,0.0
22808,0,0.6,0.4
22809,1,0.0,1.0
22810,0,1.0,0.0
22811,0,0.8,0.2
22812,0,1.0,0.0
22813,1,0.2,0.8
22814,0,1.0,0.0
22815,0,0.6,0.4
22816,0,1.0,0.0
22817,0,1.0,0.0
22818,1,0.0,1.0
22819,1,0.0,1.0
22820,0,1.0,0.0
22821,1,0.0,1.0
22822,1,0.2,0.8
22823,0,1.0,0.0
22824,1,0.0,1.0
22825,0,0.8,0.2
22826,0,0.8,0.2
22827,1,0.0,1.0
22828,1,0.4,0.6
22829,0,0.6,0.4
22830,0,1.0,0.0
22831,0,0.6,0.4
22832,0,0.8,0.2
22833,1,0.4,0.6
22834,1,0.4,0.6
22835,1,0.0,1.0
22836,1,0.0,1.0
22837,1,0.4,0.6
22838,1,0.2,0.8
22839,1,0.0,1.0
22840,1,0.0,1.0
22841,1,0.2,0.8
22842,1,0.0,1.0
22843,1,0.4,0.6
22844,1,0.0,1.0
22845,0,1.0,0.0
22846,1,0.4,0.6
22847,1,0.4,0.6
22848,0,0.6,0.4
22849,1,0.2,0.8
22850,0,1.0,0.0
22851,0,1.0,0.0
22852,1,0.0,1.0
22853,0,0.8,0.2
22854,1,0.0,1.0
22855,1,0.2,0.8
22856,0,1.0,0.0
22857,0,0.8,0.2
22858,1,0.4,0.6
22859,0,1.0,0.0
22860,0,1.0,0.0
22861,1,0.0,1.0
22862,1,0.4,0.6
22863,1,0.0,1.0
22864,0,0.6,0.4
22865,0,1.0,0.0
22866,1,0.4,0.6
22867,0,1.0,0.0
22868,1,0.2,0.8
22869,0,1.0,0.0
22870,0,0.8,0.2
22871,1,0.0,1.0
22872,0,1.0,0.0
22873,0,1.0,0.0
22874,0,1.0,0.0
22875,1,0.2,0.8
22876,1,0.0,1.0
22877,1,0.0,1.0
22878,0,1.0,0.0
22879,0,0.6,0.4
22880,1,0.0,1.0
22881,0,1.0,0.0
22882,1,0.4,0.6
22883,0,1.0,0.0
22884,1,0.0,1.0
22885,0,1.0,0.0
22886,0,1.0,0.0
22887,0,0.6,0.4
22888,0,1.0,0.0
22889,1,0.4,0.6
22890,1,0.0,1.0
22891,1,0.2,0.8
22892,1,0.4,0.6
22893,1,0.4,0.6
22894,1,0.0,1.0
22895,1,0.0,1.0
22896,0,1.0,0.0
22897,1,0.0,1.0
22898,0,1.0,0.0
22899,1,0.4,0.6
22900,1,0.0,1.0
22901,0,1.0,0.0
22902,1,0.4,0.6
22903,1,0.4,0.6
22904,0,0.8,0.2
22905,1,0.2,0.8
22906,1,0.4,0.6
22907,1,0.2,0.8
22908,0,0.6,0.4
22909,1,0.0,1.0
22910,1,0.2,0.8
22911,0,1.0,0.0
22912,1,0.2,0.8
22913,1,0.4,0.6
22914,1,0.2,0.8
22915,0,1.0,0.0
22916,0,1.0,0.0
22917,1,0.0,1.0
22918,0,1.0,0.0
22919,1,0.0,1.0
22920,1,0.4,0.6
22921,1,0.0,1.0
22922,0,1.0,0.0
22923,1,0.2,0.8
22924,0,0.8,0.2
22925,1,0.0,1.0
22926,0,0.6,0.4
22927,1,0.0,1.0
22928,1,0.2,0.8
22929,0,1.0,0.0
22930,1,0.0,1.0
22931,0,1.0,0.0
22932,1,0.4,0.6
22933,0,1.0,0.0
22934,0,0.6,0.4
22935,1,0.0,1.0
22936,1,0.0,1.0
22937,1,0.0,1.0
22938,1,0.4,0.6
22939,0,1.0,0.0
22940,1,0.4,0.6
22941,0,1.0,0.0
22942,1,0.0,1.0
22943,1,0.2,0.8
22944,0,1.0,0.0
22945,1,0.0,1.0
22946,0,1.0,0.0
22947,0,0.6,0.4
22948,1,0.4,0.6
